mese,codice_cn8,descrizione,valore_eur,quantita_t,eur_per_kg,provvisorio
2020-06,27101999,Altri oli lubrificanti (qui rientra la base GTL),11490116.0,12827.8,0.8957,no
2020-07,27101999,Altri oli lubrificanti (qui rientra la base GTL),19544699.0,29871.3,0.6543,no
2020-08,27101999,Altri oli lubrificanti (qui rientra la base GTL),16135519.0,32297.1,0.4996,no
2020-09,27101999,Altri oli lubrificanti (qui rientra la base GTL),16342015.0,21672.7,0.754,no
2020-10,27101999,Altri oli lubrificanti (qui rientra la base GTL),25153959.0,40716.5,0.6178,no
2020-11,27101999,Altri oli lubrificanti (qui rientra la base GTL),26041600.0,50883.6,0.5118,no
2020-12,27101999,Altri oli lubrificanti (qui rientra la base GTL),16175117.0,20456.7,0.7907,no
2021-01,27101999,Altri oli lubrificanti (qui rientra la base GTL),19220269.0,32655.9,0.5886,no
2021-02,27101999,Altri oli lubrificanti (qui rientra la base GTL),17318468.0,20877.6,0.8295,no
2021-03,27101999,Altri oli lubrificanti (qui rientra la base GTL),37814371.0,49922.0,0.7575,no
2021-04,27101999,Altri oli lubrificanti (qui rientra la base GTL),40928629.0,41445.4,0.9875,no
2021-05,27101999,Altri oli lubrificanti (qui rientra la base GTL),34692624.0,31125.1,1.1146,no
2021-06,27101999,Altri oli lubrificanti (qui rientra la base GTL),40313043.0,33744.5,1.1947,no
2021-07,27101999,Altri oli lubrificanti (qui rientra la base GTL),33013247.0,35701.7,0.9247,no
2021-08,27101999,Altri oli lubrificanti (qui rientra la base GTL),37615051.0,39272.6,0.9578,no
2021-09,27101999,Altri oli lubrificanti (qui rientra la base GTL),43134155.0,30875.6,1.397,no
2021-10,27101999,Altri oli lubrificanti (qui rientra la base GTL),41823775.0,42300.3,0.9887,no
2021-11,27101999,Altri oli lubrificanti (qui rientra la base GTL),34917267.0,37406.1,0.9335,no
2021-12,27101999,Altri oli lubrificanti (qui rientra la base GTL),37740758.0,38083.9,0.991,no
2022-01,27101999,Altri oli lubrificanti (qui rientra la base GTL),37364643.0,30697.0,1.2172,no
2022-02,27101999,Altri oli lubrificanti (qui rientra la base GTL),54332789.0,51984.1,1.0452,no
2022-03,27101999,Altri oli lubrificanti (qui rientra la base GTL),40597260.0,32054.1,1.2665,no
2022-04,27101999,Altri oli lubrificanti (qui rientra la base GTL),46643163.0,41505.2,1.1238,no
2022-05,27101999,Altri oli lubrificanti (qui rientra la base GTL),87362540.0,57370.2,1.5228,no
2022-06,27101999,Altri oli lubrificanti (qui rientra la base GTL),64936041.0,47387.0,1.3703,no
2022-07,27101999,Altri oli lubrificanti (qui rientra la base GTL),58061710.0,42548.0,1.3646,no
2022-08,27101999,Altri oli lubrificanti (qui rientra la base GTL),51349444.0,28239.3,1.8184,no
2022-09,27101999,Altri oli lubrificanti (qui rientra la base GTL),51144944.0,38735.7,1.3204,no
2022-10,27101999,Altri oli lubrificanti (qui rientra la base GTL),60420483.0,43500.9,1.3889,no
2022-11,27101999,Altri oli lubrificanti (qui rientra la base GTL),54504080.0,41171.8,1.3238,no
2022-12,27101999,Altri oli lubrificanti (qui rientra la base GTL),38038307.0,30710.5,1.2386,no
2023-01,27101999,Altri oli lubrificanti (qui rientra la base GTL),32158669.0,23235.1,1.3841,no
2023-02,27101999,Altri oli lubrificanti (qui rientra la base GTL),48043632.0,39601.9,1.2132,no
2023-03,27101999,Altri oli lubrificanti (qui rientra la base GTL),41419923.0,29898.1,1.3854,no
2023-04,27101999,Altri oli lubrificanti (qui rientra la base GTL),35302702.0,23728.9,1.4878,no
2023-05,27101999,Altri oli lubrificanti (qui rientra la base GTL),47646703.0,38485.2,1.2381,no
2023-06,27101999,Altri oli lubrificanti (qui rientra la base GTL),32881544.0,24325.6,1.3517,no
2023-07,27101999,Altri oli lubrificanti (qui rientra la base GTL),63844935.0,46994.3,1.3586,no
2023-08,27101999,Altri oli lubrificanti (qui rientra la base GTL),42837278.0,42760.2,1.0018,no
2023-09,27101999,Altri oli lubrificanti (qui rientra la base GTL),48213559.0,36793.0,1.3104,no
2023-10,27101999,Altri oli lubrificanti (qui rientra la base GTL),57569038.0,58511.1,0.9839,no
2023-11,27101999,Altri oli lubrificanti (qui rientra la base GTL),37734437.0,30259.2,1.247,no
2023-12,27101999,Altri oli lubrificanti (qui rientra la base GTL),34398152.0,27457.4,1.2528,no
2024-01,27101999,Altri oli lubrificanti (qui rientra la base GTL),41082709.0,35444.0,1.1591,no
2024-02,27101999,Altri oli lubrificanti (qui rientra la base GTL),33809496.0,30275.7,1.1167,no
2024-03,27101999,Altri oli lubrificanti (qui rientra la base GTL),45206295.0,47801.6,0.9457,no
2024-04,27101999,Altri oli lubrificanti (qui rientra la base GTL),50048705.0,48409.0,1.0339,no
2024-05,27101999,Altri oli lubrificanti (qui rientra la base GTL),55587733.0,50840.1,1.0934,no
2024-06,27101999,Altri oli lubrificanti (qui rientra la base GTL),59584774.0,59588.0,0.9999,no
2024-07,27101999,Altri oli lubrificanti (qui rientra la base GTL),91257934.0,77061.1,1.1842,no
2024-08,27101999,Altri oli lubrificanti (qui rientra la base GTL),40464381.0,31039.9,1.3036,no
2024-09,27101999,Altri oli lubrificanti (qui rientra la base GTL),50633430.0,39943.5,1.2676,no
2024-10,27101999,Altri oli lubrificanti (qui rientra la base GTL),66024823.0,52153.8,1.266,no
2024-11,27101999,Altri oli lubrificanti (qui rientra la base GTL),51542783.0,48232.0,1.0686,no
2024-12,27101999,Altri oli lubrificanti (qui rientra la base GTL),25995310.0,19785.9,1.3138,no
2025-01,27101999,Altri oli lubrificanti (qui rientra la base GTL),50323035.0,40177.9,1.2525,no
2025-02,27101999,Altri oli lubrificanti (qui rientra la base GTL),58176308.0,50914.1,1.1426,no
2025-03,27101999,Altri oli lubrificanti (qui rientra la base GTL),52104322.0,41255.0,1.263,no
2025-04,27101999,Altri oli lubrificanti (qui rientra la base GTL),53296797.0,47329.1,1.1261,no
2025-05,27101999,Altri oli lubrificanti (qui rientra la base GTL),55374930.0,46625.3,1.1877,no
2025-06,27101999,Altri oli lubrificanti (qui rientra la base GTL),51902850.0,49234.2,1.0542,no
2025-07,27101999,Altri oli lubrificanti (qui rientra la base GTL),40862110.0,31824.8,1.284,no
2025-08,27101999,Altri oli lubrificanti (qui rientra la base GTL),34703597.0,17937.2,1.9347,no
2025-09,27101999,Altri oli lubrificanti (qui rientra la base GTL),33509112.0,19601.9,1.7095,no
2025-10,27101999,Altri oli lubrificanti (qui rientra la base GTL),62701523.0,55405.0,1.1317,no
2025-11,27101999,Altri oli lubrificanti (qui rientra la base GTL),31576554.0,29257.3,1.0793,no
2025-12,27101999,Altri oli lubrificanti (qui rientra la base GTL),38555700.0,41284.8,0.9339,no
2026-01,27101999,Altri oli lubrificanti (qui rientra la base GTL),37764757.0,44043.3,0.8574,no
2026-02,27101999,Altri oli lubrificanti (qui rientra la base GTL),36054878.0,34562.8,1.0432,no
2026-03,27101999,Altri oli lubrificanti (qui rientra la base GTL),48451053.0,46783.5,1.0356,no
2026-04,27101999,Altri oli lubrificanti (qui rientra la base GTL),49915460.0,41493.7,1.203,no
2026-05,27101999,Altri oli lubrificanti (qui rientra la base GTL),73211984.0,48144.0,1.5207,no
2026-06,27101999,Altri oli lubrificanti (qui rientra la base GTL),12564620.0,8648.4,1.4528,si
